Symbol,Name,IPO Year,Sector,Industry
LDHAW,LDH Growth Corp I Warrant,2021.0,Finance,Business Services
LDI,loanDepot Inc. Class A Common Stock,2021.0,Finance,Finance: Consumer Services
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,2012.0,Finance,Finance Companies
LEAP,Ribbit LEAP Ltd. Class A Ordinary Shares,2020.0,Finance,Business Services
LEDS,SemiLEDS Corporation Common Stock,2010.0,Technology,Semiconductors
LEGA,Lead Edge Growth Opportunities Ltd Class A Ordinary Shares,2021.0,Finance,Business Services
LEGAU,Lead Edge Growth Opportunities Ltd Units,2021.0,Finance,Business Services
LEGAW,Lead Edge Growth Opportunities Ltd Warrant,2021.0,Finance,Business Services
LEGH,Legacy Housing Corporation Common Stock (TX),2018.0,Consumer Discretionary,Homebuilding
LEGN,Legend Biotech Corporation American Depositary Shares,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
LEJU,Leju Holdings Limited American Depositary Shares each representing one Ordinary share,2014.0,Finance,Real Estate
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,1987.0,Finance,Trusts Except Educational Religious and Charitable
LEVI,Levi Strauss & Co Class A Common Stock,2019.0,Consumer Discretionary,Industrial Specialties
LFAC,LF Capital Acquisition Corp. II Class A Common Stock,2022.0,Industrials,Consumer Electronics/Appliances
LFACW,LF Capital Acquisition Corp. II Warrants,2022.0,Industrials,Consumer Electronics/Appliances
LFC,China Life Insurance Company Limited American Depositary Shares,2003.0,Finance,Life Insurance
LFG,Archaea Energy Inc. Class A Common Stock,2020.0,Utilities,Power Generation
LFLY,Leafly Holdings Inc. Common Stock,2019.0,Consumer Staples,Retail-Drug Stores and Proprietary Stores
LFLYW,Leafly Holdings Inc. Warrant,2019.0,Consumer Staples,Retail-Drug Stores and Proprietary Stores
LFST,LifeStance Health Group Inc. Common Stock,2021.0,Health Care,Hospital/Nursing Management
LFT,Lument Finance Trust Inc. Common Stock,2013.0,Real Estate,Real Estate Investment Trusts
LFTR,Lefteris Acquisition Corp. Class A Common Stock,2020.0,Industrials,Consumer Electronics/Appliances
LFTRW,Lefteris Acquisition Corp. Warrant,2020.0,Industrials,Consumer Electronics/Appliances
LGAC,Lazard Growth Acquisition Corp. I Ordinary Shares,2021.0,Finance,Business Services
LGACU,Lazard Growth Acquisition Corp. I Units,2021.0,Finance,Business Services
LGACW,Lazard Growth Acquisition Corp. I Warrants,2021.0,Finance,Business Services
LGIH,LGI Homes Inc. Common Stock,2013.0,Consumer Discretionary,Homebuilding
LGL,LGL Group Inc. (The) Common Stock,1946.0,Technology,Industrial Machinery/Components
LGTO,Legato Merger Corp. II Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
LGTOW,Legato Merger Corp. II Warrants,2021.0,Industrials,Consumer Electronics/Appliances
LGV,Longview Acquisition Corp. II Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
LGVN,Longeveron Inc. Class A Common Stock,2021.0,Consumer Discretionary,Specialty Chemicals
LHAA,Lerer Hippeau Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
LHC,Leo Holdings Corp. II Class A Ordinary Shares,2021.0,Finance,Business Services
LHCG,LHC Group Common Stock,2005.0,Health Care,Medical/Nursing Services
LHDX,Lucira Health Inc. Common Stock,2021.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LI,Li Auto Inc. American Depositary Shares,2020.0,Consumer Discretionary,Auto Manufacturing
LIBY,Liberty Resources Acquisition Corp. Class A Common Stock,2021.0,Finance,Business Services
LIBYW,Liberty Resources Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
LIDR,AEye Inc. Class A Common Stock,2021.0,Consumer Discretionary,Auto Parts:O.E.M.
LIDRW,AEye Inc. Warrant,2021.0,Consumer Discretionary,Auto Parts:O.E.M.
LIFE,aTyr Pharma Inc. Common Stock,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LII,Lennox International Inc. Common Stock,1999.0,Industrials,Industrial Machinery/Components
LIN,Linde plc Ordinary Share,2018.0,Industrials,Major Chemicals
LINC,Lincoln Educational Services Corporation Common Stock,2005.0,Consumer Discretionary,Service to the Health Industry
LION,Lionheart III Corp Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
LIONU,Lionheart III Corp Unit,2021.0,Industrials,Consumer Electronics/Appliances
LIONW,Lionheart III Corp Warrant,2021.0,Industrials,Consumer Electronics/Appliances
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares,2013.0,Consumer Discretionary,Catalog/Specialty Distribution
LITT,Logistics Innovation Technologies Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
LITTU,Logistics Innovation Technologies Corp. Units,2021.0,Industrials,Consumer Electronics/Appliances
LITTW,Logistics Innovation Technologies Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
LIZI,LIZHI INC. American Depositary Shares,2020.0,Technology,Computer Software: Programming Data Processing
LJAQ,LightJump Acquisition Corporation Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
LJAQW,LightJump Acquisition Corporation Warrant,2021.0,Industrials,Consumer Electronics/Appliances
LJPC,La Jolla Pharmaceutical Company Common Stock (DE),1994.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LKQ,LKQ Corporation Common Stock,2003.0,Consumer Discretionary,Automotive Aftermarket
LL,LL Flooring Holdings Inc. Common Stock,2007.0,Consumer Discretionary,RETAIL: Building Materials
LLL,JX Luxventure Limited Common Stock,2013.0,Consumer Staples,Apparel
LMACA,Liberty Media Acquisition Corporation Series A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
LMACU,Liberty Media Acquisition Corporation Unit,2021.0,Industrials,Consumer Electronics/Appliances
LMACW,Liberty Media Acquisition Corporation Warrants,2021.0,Industrials,Consumer Electronics/Appliances
LMAO,LMF Acquisition Opportunities Inc. Class A common stock,2021.0,Industrials,Consumer Electronics/Appliances
LMAOU,LMF Acquisition Opportunities Inc. Unit,2021.0,Industrials,Consumer Electronics/Appliances
LMAOW,LMF Acquisition Opportunities Inc. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
LMAT,LeMaitre Vascular Inc. Common Stock,2006.0,Health Care,Medical/Dental Instruments
LMFA,LM Funding America Inc. Common Stock,2015.0,Finance,Finance: Consumer Services
LMND,Lemonade Inc. Common Stock,2020.0,Finance,Property-Casualty Insurers
LMST,Limestone Bancorp Inc. Common Stock,2006.0,Finance,Major Banks
LNDC,Landec Corporation Common Stock (DE),1996.0,Health Care,Biotechnology: Pharmaceutical Preparations
LNG,Cheniere Energy Inc. Common Stock,2001.0,Utilities,Oil/Gas Transmission
LNTH,Lantheus Holdings Inc. Common Stock,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
LOB,Live Oak Bancshares Inc. Common Stock,2015.0,Finance,Commercial Banks
LOCC,Live Oak Crestview Climate Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
LOCL,Local Bounti Corporation Common Stock,2021.0,Consumer Staples,Farming/Seeds/Milling
LOCO,El Pollo Loco Holdings Inc. Common Stock,2014.0,Consumer Discretionary,Restaurants
LOGC,LogicBio Therapeutics Inc. Common Stock,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LOGI,Logitech International S.A. Ordinary Shares,1997.0,Technology,Computer peripheral equipment
LOKM,Live Oak Mobility Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,2017.0,Industrials,Building Materials
LOPE,Grand Canyon Education Inc. Common Stock,2008.0,Consumer Discretionary,Service to the Health Industry
LOTZ,CarLotz Inc. Class A Common Stock,2019.0,Consumer Discretionary,Other Specialty Stores
LOTZW,CarLotz Inc. Warrant,2019.0,Consumer Discretionary,Other Specialty Stores
LPG,Dorian LPG Ltd. Common Stock,2014.0,Consumer Discretionary,Marine Transportation
LPI,Laredo Petroleum Inc. Common Stock,2011.0,Energy,Oil & Gas Production
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,2004.0,Technology,Industrial Machinery/Components
LPLA,LPL Financial Holdings Inc. Common Stock,2010.0,Finance,Investment Bankers/Brokers/Service
LPSN,LivePerson Inc. Common Stock,2000.0,Technology,EDP Services
LPTH,LightPath Technologies Inc. Class A Common Stock,1996.0,Technology,Electronic Components
LQDA,Liquidia Corporation Common Stock,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LQDT,Liquidity Services Inc. Common Stock,2006.0,Consumer Discretionary,Catalog/Specialty Distribution
LRCX,Lam Research Corporation Common Stock,1984.0,Technology,Industrial Machinery/Components
LRFC,Logan Ridge Finance Corporation Common Stock,2013.0,Finance,Trusts Except Educational Religious and Charitable
LRMR,Larimar Therapeutics Inc. Common Stock,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
LSBK,Lake Shore Bancorp Inc. Common Stock,2006.0,Finance,Savings Institutions
LSF,Laird Superfood Inc. Common Stock,2020.0,Consumer Staples,Specialty Foods
LSTR,Landstar System Inc. Common Stock,1993.0,Industrials,Trucking Freight/Courier Services
LTCH,Latch Inc. Common Stock,2020.0,Technology,EDP Services
LTCHW,Latch Inc. Warrant expiring 6/4/2026,2020.0,Technology,EDP Services
LTH,Life Time Group Holdings Inc. Common Stock,2021.0,Consumer Discretionary,Hotels/Resorts
LTHM,Livent Corporation Common Stock,2018.0,Industrials,Industrial Specialties
LTRN,Lantern Pharma Inc. Common Stock,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
LTRX,Lantronix Inc. Common Stock,2000.0,Telecommunications,Telecommunications Equipment
LTRY,Lottery.com Inc. Common Stock,2018.0,Consumer Discretionary,Services-Misc. Amusement & Recreation
LTRYW,Lottery.com Inc. Warrants,2018.0,Consumer Discretionary,Services-Misc. Amusement & Recreation
LU,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share,2020.0,Finance,Finance: Consumer Services
LUCD,Lucid Diagnostics Inc. Common Stock,2021.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LULU,lululemon athletica inc. Common Stock,2007.0,Consumer Discretionary,Department/Specialty Retail Stores
LUMO,Lumos Pharma Inc. Common Stock,2011.0,Health Care,Biotechnology: Pharmaceutical Preparations
LUNA,Luna Innovations Incorporated Common Stock,2006.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LUNG,Pulmonx Corporation Common Stock,2020.0,Health Care,Industrial Specialties
LUXA,Lux Health Tech Acquisition Corp. Class A Common Stock,2020.0,Industrials,Consumer Electronics/Appliances
LUXAU,Lux Health Tech Acquisition Corp. Units,2020.0,Industrials,Consumer Electronics/Appliances
LUXAW,Lux Health Tech Acquisition Corp. Warrants,2020.0,Industrials,Consumer Electronics/Appliances
LVAC,LAVA Medtech Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
LVACW,LAVA Medtech Acquisition Corp. Warrants,2021.0,Industrials,Consumer Electronics/Appliances
LVLU,Lulu's Fashion Lounge Holdings Inc. Common Stock,2021.0,Consumer Discretionary,Apparel
LVOX,LiveVox Holdings Inc. Class A Common Stock,2021.0,Technology,EDP Services
LVOXU,LiveVox Holdings Inc. Unit,2021.0,Technology,EDP Services
LVOXW,LiveVox Holdings Inc. Warrant,2021.0,Technology,EDP Services
LVRA,Levere Holdings Corp. Class A Ordinary Shares,2021.0,Finance,Business Services
LVRAU,Levere Holdings Corp. Unit,2021.0,Finance,Business Services
LVRAW,Levere Holdings Corp. Warrant,2021.0,Finance,Business Services
LVS,Las Vegas Sands Corp. Common Stock,2004.0,Consumer Discretionary,Hotels/Resorts
LVTX,LAVA Therapeutics N.V. Ordinary Shares,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
LW,Lamb Weston Holdings Inc. Common Stock ,2016.0,Consumer Staples,Specialty Foods
LX,LexinFintech Holdings Ltd. American Depositary Shares,2017.0,Finance,Finance: Consumer Services
LXEH,Lixiang Education Holding Co. Ltd. American Depositary Shares,2020.0,Real Estate,Other Consumer Services
LXFR,Luxfer Holdings PLC Ordinary Shares,2012.0,Industrials,Metal Fabrications
LXU,LSB Industries Inc. Common Stock,2003.0,Industrials,Industrial Specialties
LYEL,Lyell Immunopharma Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
LYFT,Lyft Inc. Class A Common Stock,2019.0,Technology,EDP Services
LYL,Dragon Victory International Limited Ordinary Shares,2017.0,Finance,Finance/Investors Services
LYRA,Lyra Therapeutics Inc. Common Stock,2020.0,Consumer Discretionary,Specialty Chemicals
LYTS,LSI Industries Inc. Common Stock,1985.0,Consumer Discretionary,Building Products
LZ,LegalZoom.com Inc. Common Stock,2021.0,Technology,Interactive Media
MA,Mastercard Incorporated Common Stock,2006.0,Consumer Discretionary,Business Services
MAA,Mid-America Apartment Communities Inc. Common Stock,1994.0,Real Estate,Real Estate Investment Trusts
MAAQ,Mana Capital Acquisition Corp. Common stock,2022.0,Industrials,Consumer Electronics/Appliances
MAAQW,Mana Capital Acquisition Corp. Warrant,2022.0,Industrials,Consumer Electronics/Appliances
MAC,Macerich Company (The) Common Stock,1994.0,Real Estate,Real Estate Investment Trusts
MACAU,Moringa Acquisition Corp Units,2021.0,Finance,Business Services
MACAW,Moringa Acquisition Corp Warrant,2021.0,Finance,Business Services
MACC,Mission Advancement Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
MACK,Merrimack Pharmaceuticals Inc. Common Stock,2012.0,Health Care,Biotechnology: Pharmaceutical Preparations
MAIA,MAIA Biotechnology Inc. Common Stock,2022.0,Health Care,Biotechnology: Pharmaceutical Preparations
MAIN,Main Street Capital Corporation Common Stock,2007.0,Finance,Finance/Investors Services
MANH,Manhattan Associates Inc. Common Stock,1998.0,Technology,Computer Software: Prepackaged Software
MANT,ManTech International Corporation Common Stock $0.01 Par Value,2002.0,Technology,EDP Services
MANU,Manchester United Ltd. Class A Ordinary Shares,2012.0,Consumer Discretionary,Movies/Entertainment
MAPS,WM Technology Inc. Class A Common Stock ,2019.0,Technology,Computer Software: Prepackaged Software
MAPSW,WM Technology Inc. Warrants ,2019.0,Technology,Computer Software: Prepackaged Software
MAQC,Maquia Capital Acquisition Corporation Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
MAQCU,Maquia Capital Acquisition Corporation Unit,2021.0,Industrials,Consumer Electronics/Appliances
MAQCW,Maquia Capital Acquisition Corporation Warrant,2021.0,Industrials,Consumer Electronics/Appliances
MASI,Masimo Corporation Common Stock,2007.0,Health Care,Medical/Dental Instruments
MASS,908 Devices Inc. Common Stock,2020.0,Health Care,Medical/Dental Instruments
MATW,Matthews International Corporation Class A Common Stock,1994.0,Industrials,Consumer Electronics/Appliances
MAX,MediaAlpha Inc. Class A Common Stock,2020.0,Industrials,Industrial Machinery/Components
MBAC,M3-Brigade Acquisition II Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
MBI,MBIA Inc. Common Stock,1987.0,Finance,Property-Casualty Insurers
MBIN,Merchants Bancorp Common Stock,2017.0,Finance,Major Banks
MBNKP,Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,2019.0,Finance,Commercial Banks
MBRX,Moleculin Biotech Inc. Common Stock,2016.0,Health Care,Biotechnology: Pharmaceutical Preparations
MBSC,M3-Brigade Acquisition III Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
MBTC,Nocturne Acquisition Corporation Ordinary Shares,2021.0,Finance,Business Services
MBTCU,Nocturne Acquisition Corporation Unit,2021.0,Finance,Business Services
MBUU,Malibu Boats Inc. Class A Common Stock,2014.0,Consumer Discretionary,Recreational Games/Products/Toys
MBWM,Mercantile Bank Corporation Common Stock,1998.0,Finance,Major Banks
MC,Moelis & Company Class A Common Stock,2014.0,Finance,Investment Bankers/Brokers/Service
MCAC,Monterey Capital Acquisition Corporation Class A Common Stock,2022.0,Miscellaneous,Other Pharmaceuticals
MCACW,Monterey Capital Acquisition Corporation Warrants,2022.0,Miscellaneous,Other Pharmaceuticals
MCAE,Mountain Crest Acquisition Corp. III Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
MCAF,Mountain Crest Acquisition Corp. IV Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
MCAG,Mountain Crest Acquisition Corp. V Common Stock,2021.0,Miscellaneous,Other Pharmaceuticals
MCB,Metropolitan Bank Holding Corp. Common Stock,2017.0,Finance,Major Banks
MCBS,MetroCity Bankshares Inc. Common Stock,2019.0,Finance,Major Banks
MCFT,MasterCraft Boat Holdings Inc. Common Stock,2015.0,Consumer Discretionary,Recreational Games/Products/Toys
MCG,Membership Collective Group Inc. Class A Common Stock,2021.0,Consumer Discretionary,Hotels/Resorts
MCHP,Microchip Technology Incorporated Common Stock,1993.0,Technology,Semiconductors
MCHX,Marchex Inc. Class B Common Stock,2004.0,Consumer Discretionary,Business Services
MCR,MFS Charter Income Trust Common Stock,1989.0,Finance,Trusts Except Educational Religious and Charitable
